DROGA ;MARCA ;PRESENTACION;LABORATORIO;COBERTURA;COPAGO
candesartán+hidroclorotiazida;TIADYL PLUS;16 mg comp.x 30;Abbott EPD;50%;$ 26170.15
candesartán+hidroclorotiazida;ATACAND D;8 mg comp.divis.x 28;Biopas Argentin;50%;$ 25103.92
candesartán+hidroclorotiazida;DACTEN D;comp.x 15;Elea;50%;$ 17480.6
candesartán+hidroclorotiazida;DACTEN D;comp.x 30;Elea;50%;$ 35850.25
carbamazepina;C.M.P.200;200 mg comp.x 30;Klonal;80%;$ 2010.79
carbamazepina;CARBAMAZEPINA DENVER FARMA;200 mg comp.x 30;Denver Farma;80%;$ 2685.83
carbamazepina;CONFORMAL;200 mg comp.x 30;Teva Argentina;80%;$ 2888.95
carbamazepina;ELEBE;200 mg comp.x 30;Medipharma;80%;$ 2919.71
carbamazepina;CARBAMAT;200 mg comp.x 30;Rontag;80%;$ 2980.68
carbamazepina;CARBAMAZEPINA FABRA;200 mg comp.x 30;Fabra;80%;$ 3118.8
carbamazepina;ACTINERVAL;200 mg comp.x 30;Bag¿;80%;$ 3245.48
carbamazepina;CARBAMAZEPINA DENVER FARMA;200 mg comp.x 60;Denver Farma;80%;$ 5128.15
carbamazepina;CARBAMAT;200 mg comp.x 60;Rontag;80%;$ 5256.05
carbamazepina;ELEBE;200 mg comp.x 60;Medipharma;80%;$ 5708.06
carbamazepina;ACTINERVAL;200 mg comp.x 60;Bag¿;80%;$ 5722.82
carbamazepina;CONFORMAL;200 mg comp.x 60;Teva Argentina;80%;$ 6280.77
carbamazepina;TEGRETOL;200 mg comp.x 60;Novartis;80%;$ 6344.88
carbamazepina;CONFORMAL AP;400 mg comp.x 30;Teva Argentina;80%;$ 201.42
carbamazepina;TEGRETOL 400 LC;400 mg comp.x 30;Novartis;80%;$ 8935.22
carbamazepina;TEGRETOL 400 LC;400 mg comp.x 60;Novartis;80%;$ 15035.41
carbamazepina;TEGRETOL;jbe.x 100 ml;Novartis;80%;$ 1626.63
carbinoxamina;OMEGA 100;comp.x 20;Omega;50%;$ 614.29
carbinoxamina;OMEGA 100;comp.x 50;Omega;50%;$ 1028.6
carbinoxamina;OMEGA 100;gts.x 20 ml;Omega;50%;$ 952.88
carbinoxamina;OMEGA 100;jbe.x 120 ml;Omega;50%;$ 735.97
carbocisteína+dextrometorfano br;SUPRITOS;jbe.x 100 ml;Casasco;60%;$ 5705.1
carbomer;XICRIM;fco. got.x 10 g;Lab Internacion;50%;$ 8058.76
carbomer;COOL GEL;gel oft.x 10 g;Max Vision;50%;$ 6729.42
carbomer;ACRYLARM PLUS;gel oft.x 10 g;Poen;50%;$ 9135.82
carbomer;PH LAGRIMAS GEL;gel oft.x 10 ml;Elea;50%;$ 8978.66
carbomer 974 p;LUBROL GEL;gel oft.x 10 g;Sidus;50%;$ 6378.97
carbomer 974 p;ALIVIALUX;gel oft.x 10 g;Denver Farma;50%;$ 7087.86
carbomer 974 p;LATLAS;gel oft.x 10 g;Lab Internacion;50%;$ 9225.19
carbomer 974 p+asoc.;LATLAS FRESH;gel oft.x 10 g;Lab Internacion;50%;$ 9811.48
carboximetilcelulosa sód.+asoc.;OPTIVE ADVANCED;sol.oft.x 10 ml;Abbvie;50%;$ 2542.42
carboximetilcelulosa sód.+asoc.;REFRESH FUSION;sol.oft.x 10 ml;Abbvie;50%;$ 11558.28
carboximetilcelulosa sód.+asoc.;OPTIVE ADVANCED;sol.oft.x 15 ml;Abbvie;50%;$ 2611.83
carboximetilcelulosa sód.+asoc.;LUBROL;sol.oft.x 15 ml;Sidus;50%;$ 10540.93
carboximetilcelulosa sódica;REFRESH TEARS;0.5% gts.x 10 ml;Abbvie;50%;$ 7875.45
carboximetilcelulosa sódica;REFRESH TEARS;0.5% gts.x 15 ml;Abbvie;50%;$ 11251.86
carboximetilcelulosa sódica;ALIVIAMAX;0.5% sol.oft.x 10 ml;Denver Farma;50%;$ 4359.84
carboximetilcelulosa sódica;REFRESH LIQUIGEL;1% fco.gotero x 15 ml;Abbvie;50%;$ 10739.78
carboximetilcelulosa sódica;ALIVIAMAX;1% sol.oft.x 10 ml;Denver Farma;50%;$ 4993.76
carboximetilcelulosa sódica;AUCIC 1.5%;gel.oft.x 5 g;Poen;50%;$ 7945.68
carboximetilcelulosa sódica;AUCIC 0.5%;sol.oft.x 10 ml;Poen;50%;$ 5447.53
carboximetilcelulosa sódica;AUCIC 1%;sol.oft.x 10 ml;Poen;50%;$ 5960.99
carboximetilcisteína;MUCOLITIC;comp.eferv.x 10;Roemmers;50%;$ 5807.11
carboximetilcisteína;SALVITOS;jbe.x 120 ml;Ronnet;50%;$ 3544.57
carboximetilcisteína;MUCOLITIC;jbe.x 150 ml;Roemmers;50%;$ 6779.42
carboximetilcisteína+dextrometor;MUCOLITIC ANTITUSIVO;jbe.x 100 ml;Roemmers;60%;$ 6247.46
carisoprodol;LISTAFLEX;comp.x 20;Finadiet;50%;$ 6767.7
carisoprodol;LISTAFLEX;comp.x 30;Finadiet;50%;$ 9086.58
carisoprolol+paracetamol;LISTAFLEX FORTE;comp.x 20;Finadiet;40%;$ 13278.74
carisoprolol+paracetamol;LISTAFLEX FORTE;comp.x 30;Finadiet;40%;$ 19379.63
carteolol,clorh.;GLAUTEOLOL;2% env.x 5 ml;Max Vision;60%;$ 6045.22
carteolol,clorh.;POENGLAUCOL;2% gts.oft.x 5 ml;Poen;60%;$ 482.18
carvedilol;BIDECAR CR;10 mg cáps.lib.cont.x 28;Baliarda;60%;$ 4707.1
carvedilol;VERATEN UD;10 mg cáps.lib.ext.x 30;Elea;60%;$ 5354.62
carvedilol;CARVEDIL RETARD 10;10 mg cáps.lib.prol.x 28;Bag¿;60%;$ 4657.72
carvedilol;CARVEDIL RETARD 10;10 mg cáps.lib.prol.x 30;Bag¿;60%;$ 4067.49
carvedilol;FILTEN LP;10 mg cáps.lib.prol.x 30;Gador;60%;$ 4949.74
carvedilol;DILATREND AP;10 mg cáps.x 30;Siegfried;60%;$ 4606.42
carvedilol;CARVICORD;12.5 mg comp.birran.x 30;G¿minis Farmac¿;60%;$ 4561.4
carvedilol;FILTEN;12.5 mg comp.ran.x 28;Gador;60%;$ 2017.16
carvedilol;CORAFEN;12.5 mg comp.ran.x 28;Laboratorios Be;60%;$ 4533.99
carvedilol;BIDECAR;12.5 mg comp.ran.x 28;Baliarda;60%;$ 4828.66
carvedilol;DILATREND;12.5 mg comp.ran.x 28;Siegfried;60%;$ 5015.3
carvedilol;HIPOTEN KLONAL;12.5 mg comp.ran.x 30;Klonal;60%;$ 3870.9
carvedilol;DILATREND;12.5 mg comp.ran.x 30;Siegfried;60%;$ 5239.06
carvedilol;FILTEN;12.5 mg comp.ran.x 30;Gador;60%;$ 5340.46
carvedilol;FILTEN;12.5 mg comp.ran.x 56;Gador;60%;$ 3873.92
carvedilol;BIDECAR;12.5 mg comp.ran.x 56;Baliarda;60%;$ 6508.86
carvedilol;DILATREND;12.5 mg comp.ran.x 56;Siegfried;60%;$ 6982.81
carvedilol;FILTEN;12.5 mg comp.ran.x 60;Gador;60%;$ 7557.75
carvedilol;CLORATEN;12.5 mg comp.rec.x 28;Biosintex Retai;60%;$ 68.6
carvedilol;VERATEN;12.5 mg comp.x 28;Elea;60%;$ 451.24
carvedilol;DUOBLOC;12.5 mg comp.x 28;Sidus;60%;$ 2113.94
carvedilol;KOLLOSTERIL;12.5 mg comp.x 28;Lafedar;60%;$ 3676.64
carvedilol;CARDIONORM;12.5 mg comp.x 28;Denver Farma;60%;$ 4517.3
carvedilol;ENTARSOL 12.5;12.5 mg comp.x 28;Microsules Arg.;60%;$ 4531.21
carvedilol;CARVEDILOL RICHET;12.5 mg comp.x 28;Richet;60%;$ 4628.96
carvedilol;CORUBIN;12.5 mg comp.x 28;Lazar;60%;$ 4764.33
carvedilol;CARVEDIL 12.5;12.5 mg comp.x 28;Bag¿;60%;$ 5779.59
carvedilol;RODIPAL;12.5 mg comp.x 30;Eurofarma;60%;$ 210.52
carvedilol;CARTIATO;12.5 mg comp.x 30;Savant Generic;60%;$ 2476.88
carvedilol;CARVEDIL 12.5;12.5 mg comp.x 30;Bag¿;60%;$ 4388.54
carvedilol;CARVIPAW;12.5 mg comp.x 30;Rospaw;60%;$ 4508.06
carvedilol;ISOBLOC;12.5 mg comp.x 30;Casasco;60%;$ 5438.37
carvedilol;ANTIBLOC 12.5;12.5 mg comp.x 30;Craveri;60%;$ 5606.96
carvedilol;VERATEN;12.5 mg comp.x 30;Elea;60%;$ 5912.5
carvedilol;CARVEDIL 12.5;12.5 mg comp.x 56;Bag¿;60%;$ 8249.91
carvedilol;RODIPAL;12.5 mg comp.x 60;Eurofarma;60%;$ 315.77
carvedilol;CARVEDIL 12.5;12.5 mg comp.x 60;Bag¿;60%;$ 6210.56
carvedilol;ISOBLOC;12.5 mg comp.x 60;Casasco;60%;$ 8222.37
carvedilol;BIDECAR CR;20 mg cáps.lib.cont.x 28;Baliarda;60%;$ 6851.73
carvedilol;VERATEN UD;20 mg cáps.lib.ext.x 30;Elea;60%;$ 8476.88
carvedilol;CARVEDIL RETARD 20;20 mg cáps.lib.prol.x 28;Bag¿;60%;$ 8367.74
carvedilol;CARVEDIL RETARD 20;20 mg cáps.lib.prol.x 30;Bag¿;60%;$ 6554.98
carvedilol;FILTEN LP;20 mg cáps.lib.prol.x 30;Gador;60%;$ 7976.71
carvedilol;DILATREND AP;20 mg cáps.x 30;Siegfried;60%;$ 7021.14
carvedilol;ISOBLOC CR 20 MG;20 mg cáps.x 30;Casasco;60%;$ 7615.22
carvedilol;FILTEN;25 mg comp.ran.x 28;Gador;60%;$ 2264.57
carvedilol;CORAFEN;25 mg comp.ran.x 28;Laboratorios Be;60%;$ 5552.36
carvedilol;DILATREND;25 mg comp.ran.x 28;Siegfried;60%;$ 5904.09
carvedilol;BIDECAR;25 mg comp.ran.x 28;Baliarda;60%;$ 5907.57
carvedilol;HIPOTEN KLONAL;25 mg comp.ran.x 30;Klonal;60%;$ 4604.76
carvedilol;CARVICORD;25 mg comp.ran.x 30;G¿minis Farmac¿;60%;$ 5102.32
carvedilol;DILATREND;25 mg comp.ran.x 30;Siegfried;60%;$ 6115.04
carvedilol;FILTEN;25 mg comp.ran.x 30;Gador;60%;$ 6354.59
carvedilol;FILTEN;25 mg comp.ran.x 56;Gador;60%;$ 4303.73
carvedilol;BIDECAR;25 mg comp.ran.x 56;Baliarda;60%;$ 8261.8
carvedilol;DILATREND;25 mg comp.ran.x 56;Siegfried;60%;$ 8875.03
carvedilol;FILTEN;25 mg comp.ran.x 60;Gador;60%;$ 9301.34
carvedilol;VEDILEP 25;25 mg comp.trirran.x 28;Lepetit;60%;$ 4116.56
carvedilol;VERATEN;25 mg comp.x 28;Elea;60%;$ 543.6
carvedilol;DUOBLOC;25 mg comp.x 28;Sidus;60%;$ 2531.32
carvedilol;KOLLOSTERIL;25 mg comp.x 28;Lafedar;60%;$ 4873.23
carvedilol;CARDIONORM;25 mg comp.x 28;Denver Farma;60%;$ 5303.06
carvedilol;ENTARSOL 25;25 mg comp.x 28;Microsules Arg.;60%;$ 5514.75
carvedilol;CARVEDILOL RICHET;25 mg comp.x 28;Richet;60%;$ 5644.25
carvedilol;CORUBIN;25 mg comp.x 28;Lazar;60%;$ 6032.88
carvedilol;CARVEDIL 25;25 mg comp.x 28;Bag¿;60%;$ 6671.14
carvedilol;RODIPAL;25 mg comp.x 30;Eurofarma;60%;$ 253.06
carvedilol;CARTIATO;25 mg comp.x 30;Savant Generic;60%;$ 3059.84
carvedilol;CARVEDIL 25;25 mg comp.x 30;Bag¿;60%;$ 5124.49
carvedilol;CARVIPAW;25 mg comp.x 30;Rospaw;60%;$ 5552.36
carvedilol;ISOBLOC;25 mg comp.x 30;Casasco;60%;$ 6519.14
carvedilol;ANTIBLOC 25;25 mg comp.x 30;Craveri;60%;$ 6883.51
carvedilol;VERATEN;25 mg comp.x 30;Elea;60%;$ 7122.23
carvedilol;CARVEDILOL RICHET;25 mg comp.x 56;Richet;60%;$ 7471.61
carvedilol;CARVEDIL 25;25 mg comp.x 56;Bag¿;60%;$ 10190.11
carvedilol;RODIPAL;25 mg comp.x 60;Eurofarma;60%;$ 378.48
carvedilol;CARVEDIL 25;25 mg comp.x 60;Bag¿;60%;$ 7643.48
carvedilol;ISOBLOC;25 mg comp.x 60;Casasco;60%;$ 10338.27
carvedilol;FILTEN;3.125 mg comp.ran.x 28;Gador;60%;$ 889.66
carvedilol;DILATREND;3.125 mg comp.ran.x 28;Siegfried;60%;$ 2151.08
carvedilol;BIDECAR;3.125 mg comp.ran.x 28;Baliarda;60%;$ 2227.06
carvedilol;DILATREND;3.125 mg comp.ran.x 30;Siegfried;60%;$ 2225.13
carvedilol;FILTEN;3.125 mg comp.ran.x 30;Gador;60%;$ 2431.76
carvedilol;FILTEN;3.125 mg comp.ran.x 56;Gador;60%;$ 1463.32
carvedilol;BIDECAR;3.125 mg comp.ran.x 56;Baliarda;60%;$ 2954.96
carvedilol;FILTEN;3.125 mg comp.ran.x 60;Gador;60%;$ 3043.24
carvedilol;CARVEDIL 3.125;3.125 mg comp.x 28;Bag¿;60%;$ 2794.38
carvedilol;CARVIPAW;3.125 mg comp.x 30;Rospaw;60%;$ 37.36
carvedilol;ISOBLOC;3.125 mg comp.x 30;Casasco;60%;$ 1998.24
carvedilol;CARVEDIL 3.125;3.125 mg comp.x 30;Bag¿;60%;$ 1998.28
carvedilol;VERATEN;3.125 mg comp.x 30;Elea;60%;$ 2594.5
carvedilol;CARVEDIL 3.125;3.125 mg comp.x 60;Bag¿;60%;$ 2500.77
carvedilol;ISOBLOC;3.125 mg comp.x 60;Casasco;60%;$ 2500.8
carvedilol;BIDECAR CR;40 mg cáps.lib.cont.x 28;Baliarda;60%;$ 8628.18
carvedilol;VERATEN UD;40 mg cáps.lib.ext.x 30;Elea;60%;$ 10607.41
carvedilol;CARVEDIL RETARD 40;40 mg cáps.lib.prol.x 28;Bag¿;60%;$ 10276.19
carvedilol;CARVEDIL RETARD 40;40 mg cáps.lib.prol.x 30;Bag¿;60%;$ 8204.38
carvedilol;FILTEN LP;40 mg cáps.lib.prol.x 30;Gador;60%;$ 9983.93
carvedilol;DILATREND AP;40 mg cáps.x 30;Siegfried;60%;$ 9100.12
carvedilol;ISOBLOC CR 40 MG;40 mg cáps.x 30;Casasco;60%;$ 9540.48
carvedilol;FILTEN;50 mg comp.ran.x 28;Gador;60%;$ 1005.2
carvedilol;BIDECAR;50 mg comp.ran.x 28;Baliarda;60%;$ 7116.86
carvedilol;DILATREND;50 mg comp.ran.x 28;Siegfried;60%;$ 7715.09
carvedilol;CARVICORD;50 mg comp.ran.x 30;G¿minis Farmac¿;60%;$ 6506.26
carvedilol;FILTEN;50 mg comp.ran.x 30;Gador;60%;$ 7615.42
carvedilol;CORAFEN;50 mg comp.x 28;Laboratorios Be;60%;$ 373.23
carvedilol;CARVEDILOL RICHET;50 mg comp.x 28;Richet;60%;$ 6534.21
carvedilol;CARVEDIL 50;50 mg comp.x 28;Bag¿;60%;$ 11431.17
carvedilol;CARVIPAW;50 mg comp.x 30;Rospaw;60%;$ 86.8
carvedilol;CARVEDIL 50;50 mg comp.x 30;Bag¿;60%;$ 6258.08
carvedilol;FILTEN;6.25 mg comp.ran.x 28;Gador;60%;$ 1642.88
carvedilol;CORAFEN;6.25 mg comp.ran.x 28;Laboratorios Be;60%;$ 3715.07
carvedilol;BIDECAR;6.25 mg comp.ran.x 28;Baliarda;60%;$ 3862.95
carvedilol;DILATREND;6.25 mg comp.ran.x 28;Siegfried;60%;$ 3915.25
carvedilol;HIPOTEN KLONAL;6.25 mg comp.ran.x 30;Klonal;60%;$ 3016.57
carvedilol;CARVICORD;6.25 mg comp.ran.x 30;G¿minis Farmac¿;60%;$ 3487.98
carvedilol;DILATREND;6.25 mg comp.ran.x 30;Siegfried;60%;$ 4063.45
carvedilol;FILTEN;6.25 mg comp.ran.x 30;Gador;60%;$ 4409.07
carvedilol;FILTEN;6.25 mg comp.ran.x 56;Gador;60%;$ 2643.08
carvedilol;BIDECAR;6.25 mg comp.ran.x 56;Baliarda;60%;$ 4981.94
carvedilol;DILATREND;6.25 mg comp.ran.x 56;Siegfried;60%;$ 5134.6
carvedilol;FILTEN;6.25 mg comp.ran.x 60;Gador;60%;$ 5582.09
carvedilol;CLORATEN;6.25 mg comp.rec.x 28;Biosintex Retai;60%;$ 53
carvedilol;VERATEN;6.25 mg comp.x 28;Elea;60%;$ 360.97
carvedilol;DUOBLOC;6.25 mg comp.x 28;Sidus;60%;$ 1703.83
carvedilol;KOLLOSTERIL;6.25 mg comp.x 28;Lafedar;60%;$ 3265.31
carvedilol;ENTARSOL 6.25;6.25 mg comp.x 28;Microsules Arg.;60%;$ 3621.95
carvedilol;CARVEDILOL RICHET;6.25 mg comp.x 28;Richet;60%;$ 3714.01
carvedilol;CARDIONORM;6.25 mg comp.x 28;Denver Farma;60%;$ 3777.16
carvedilol;CORUBIN;6.25 mg comp.x 28;Lazar;60%;$ 3819.48
carvedilol;CARVEDIL 6.25;6.25 mg comp.x 28;Bag¿;60%;$ 5136.38
carvedilol;CARTIATO;6.25 mg comp.x 30;Savant Generic;60%;$ 2021.37
carvedilol;ISOBLOC;6.25 mg comp.x 30;Casasco;60%;$ 3262.66
carvedilol;CARVIPAW;6.25 mg comp.x 30;Rospaw;60%;$ 3607.1
carvedilol;CARVEDIL 6.25;6.25 mg comp.x 30;Bag¿;60%;$ 3623.19
carvedilol;ANTIBLOC 6.25;6.25 mg comp.x 30;Craveri;60%;$ 4421.56
carvedilol;VERATEN;6.25 mg comp.x 30;Elea;60%;$ 4730.29
carvedilol;CARVEDILOL RICHET;6.25 mg comp.x 56;Richet;60%;$ 4621.14
carvedilol;RODIPAL;6.25 mg comp.x 60;Eurofarma;60%;$ 235.15
carvedilol;CARVEDIL 6.25;6.25 mg comp.x 60;Bag¿;60%;$ 4587.17
carvedilol;ISOBLOC;6.25 mg comp.x 60;Casasco;60%;$ 5604.77
carvedilol;BIDECAR CR;80 mg cáps.lib.cont.x 28;Baliarda;60%;$ 10760.1
carvedilol;VERATEN UD;80 mg cáps.lib.ext.x 30;Elea;60%;$ 12987.18
carvedilol;CARVEDIL RETARD 80;80 mg cáps.lib.prol.x 28;Bag¿;60%;$ 967.2
carvedilol;FILTEN LP;80 mg cáps.lib.prol.x 30;Gador;60%;$ 11997.76
carvedilol;DILATREND AP;80 mg cáps.x 30;Siegfried;60%;$ 10817.53
carvedilol+hidroclorotiazida;CARVEDIL D;25 mg/12.5 mg comp.x 28;Bag¿;50%;$ 11268.78
carvedilol+hidroclorotiazida;CARVEDIL D;25 mg/12.5 mg comp.x 30;Bag¿;50%;$ 8035.67
carvedilol+hidroclorotiazida;DILATREND D;25/12.5 mg comp.ran.x 28;Siegfried;50%;$ 7960.53
carvedilol+hidroclorotiazida;FILTEN D;comp.x 28;Gador;50%;$ 4175.19
carvedilol+hidroclorotiazida;ISOBLOC D;comp.x 30;Casasco;50%;$ 8493.69
carvedilol+hidroclorotiazida;FILTEN D;comp.x 30;Gador;50%;$ 8928.56
castaño de indias+asoc.;CASTAÑA DE INDIA S.C.;comp.rec.x 30;Ariston;50%;$ 8557.36
castaño de indias+asoc.;CASTAÑA DE INDIA S.C.;sol.x 30 ml;Ariston;50%;$ 5686.95
cefadroxilo;CEFACAR;1000 mg comp.x 16;Siegfried;60%;$ 13063.05
cefadroxilo;CEFACILINA;1000 mg comp.x 8;Montpellier;60%;$ 1231.19
cefadroxilo;CEFACAR;1000 mg comp.x 8;Siegfried;60%;$ 6717.28
cefadroxilo;CEFADROXILO FABRA;250 mg susp.x 90 ml;Fabra;60%;$ 3308.03
cefadroxilo;CEFAMAR;250 mg/5 ml susp.x 70 ml;Mar;60%;$ 2960
cefadroxilo;CEFAMAR;500 mg comp.x 14;Mar;60%;$ 4013.28
cefadroxilo;CEFACILINA;500 mg comp.x 16;Montpellier;60%;$ 5657.35
cefadroxilo;CEFADROXILO FABRA;500 mg comp.x 16;Fabra;60%;$ 7392.84
cefadroxilo;CEFACAR;500 mg comp.x 16;Siegfried;60%;$ 7473.98
cefadroxilo;KLONDROXIL;500 mg comp.x 8;Klonal;60%;$ 2536.84
cefadroxilo;CEFACILINA;500 mg comp.x 8;Montpellier;60%;$ 2906.3
cefadroxilo;CEFACAR;500 mg comp.x 8;Siegfried;60%;$ 3882.6
cefadroxilo;CEFADROXILO FABRA;500 mg comp.x 8;Fabra;60%;$ 3941.54
cefadroxilo;CEFAMAR;500 mg/5 ml susp.x 70 ml;Mar;60%;$ 4401.64
cefalexina;CEFALEXINA ARGENTIA DUO;1 g comp. x 14;Siegfried;60%;$ 8542.44
cefalexina;CEFALEXINA ARGENTIA DUO;1 g comp. x 16;Siegfried;60%;$ 8369.7
cefalexina;CEFALEXINA RICHET;1 g comp.x 14;Richet;60%;$ 8288.12
cefalexina;CEPOREXIN DUO 1 GR;1 g comp.x 14;Roemmers;60%;$ 8964.75
cefalexina;CEFALEXINA RICHET;1 g comp.x 16 (TRZB);Richet;60%;$ 8351.97
cefalexina;CEFALEXINA RICHET;1 g comp.x 8;Richet;60%;$ 4441.06
cefalexina;BUTEFINA DUO;1000 mg comp.rec.x 14;Savant Generic;60%;$ 7410.78
cefalexina;SINURIT;1000 mg comp.rec.x 16;Microsules Arg.;60%;$ 8493.09
cefalexina;KEFORAL;1000 mg comp.rec.x 16;Teva Argentina;60%;$ 8808.09
cefalexina;KEFORAL;1000 mg comp.rec.x 8;Teva Argentina;60%;$ 4834.36
cefalexina;SEPTILISIN DUO 1000;1000 mg comp.x 14;Bag¿;60%;$ 9048.07
cefalexina;CEFALEXINA FABRA;1000 mg comp.x 16;Fabra;60%;$ 8449.12
cefalexina;CEFALEXINA FABRA;1000 mg comp.x 8;Fabra;60%;$ 4382.85
cefalexina;CEFALEXINA FABRA;250 mg jbe.x 60 ml;Fabra;60%;$ 1937.76
cefalexina;CEFALEXINA FABRA;250 mg jbe.x 90 ml;Fabra;60%;$ 2847.6
cefalexina;CEFALEXINA RICHET;250 mg pvo.p/susp.x 18ds;Richet;60%;$ 2710.49
cefalexina;CEFALEXINA RICHET;250 mg pvo.p/susp.x 24ds;Richet;60%;$ 2893.14
cefalexina;CEFAGRAND;500 g comp.x 16;Biosintex Retai;60%;$ 3967.82
cefalexina;BUTEFINA;500 mg comp.rec.x 16;Savant Generic;60%;$ 451.6
cefalexina;SINURIT;500 mg comp.rec.x 16;Microsules Arg.;60%;$ 4220.69
cefalexina;KEFORAL;500 mg comp.rec.x 16;Teva Argentina;60%;$ 4545.56
cefalexina;KEFORAL;500 mg comp.rec.x 24;Teva Argentina;60%;$ 5717.72
cefalexina;KEFORAL;500 mg comp.rec.x 8;Teva Argentina;60%;$ 2578.48
cefalexina;SEPTILISIN;500 mg comp.x 16;Bag¿;60%;$ 319.91
cefalexina;CEFOSPOREN;500 mg comp.x 16;Trb-Pharma;60%;$ 3210.68
cefalexina;RIBAMICIN;500 mg comp.x 16;Ronnet;60%;$ 3519.32
cefalexina;CEFALEXINA FECOFAR;500 mg comp.x 16;Fecofar;60%;$ 3951.92
cefalexina;CEFALEXINA ARGENTIA;500 mg comp.x 16;Siegfried;60%;$ 4408.63
cefalexina;CEFALEXINA FABRA;500 mg comp.x 16;Fabra;60%;$ 4409.28
cefalexina;CEPOREXIN;500 mg comp.x 16;Roemmers;60%;$ 4629.98
cefalexina;SEPTILISIN 500;500 mg comp.x 20;Bag¿;60%;$ 4959.78
cefalexina;CEFALEXINA ARGENTIA;500 mg comp.x 24;Siegfried;60%;$ 5875.18
cefalexina;RIBAMICIN;500 mg comp.x 8;Ronnet;60%;$ 2047.1
cefalexina;CEFOSPOREN;500 mg comp.x 8;Trb-Pharma;60%;$ 2060
cefalexina;CEFALEXINA FECOFAR;500 mg comp.x 8;Fecofar;60%;$ 2090.49
cefalexina;CEFALEXINA RICHET;500 mg comp.x 8;Richet;60%;$ 2402.79
cefalexina;CEFALEXINA FABRA;500 mg comp.x 8;Fabra;60%;$ 2531.16
cefalexina;CEFALEXINA ARGENTIA;500 mg comp.x 8;Siegfried;60%;$ 2539.12
cefalexina;CEPOREXIN;500 mg comp.x 8;Roemmers;60%;$ 2673.6
cefalexina;KEFORAL;500 mg jbe.extr.x 100 ml;Teva Argentina;60%;$ 7714.09
cefalexina;KEFORAL;500 mg jbe.extr.x 60 ml;Teva Argentina;60%;$ 4655.62
cefalexina;CEFALEXINA FABRA;500 mg jbe.x 120 ml;Fabra;60%;$ 5691.15
cefalexina;CEFALEXINA FABRA;500 mg jbe.x 60 ml;Fabra;60%;$ 4493.6
cefalexina;CEFALEXINA FABRA;500 mg jbe.x 90 ml;Fabra;60%;$ 4669.2
cefalexina;CEFALEXINA RICHET;500 mg pvo.p/susp.x12ds.;Richet;60%;$ 4231.1
cefalexina;CEFALEXINA RICHET;500 mg pvo.p/susp.x18ds.;Richet;60%;$ 4432.18
cefalexina;CEFALEXINA RICHET;500 mg pvo.p/susp.x24ds.;Richet;60%;$ 5509.24
cefalexina;CEPOREXIN;500 mg susp.x 120 ml;Roemmers;60%;$ 411.52
cefalexina;CEFALEXINA ARGENTIA;500 mg susp.x 120 ml;Siegfried;60%;$ 5617.6
cefalexina;SEPTILISIN;500 mg susp.x 60 ml;Bag¿;60%;$ 271.98
cefalexina;CEFALEXINA FECOFAR;500 mg susp.x 60 ml;Fecofar;60%;$ 3194.93
cefalexina;FABOTOP;500 mg susp.x 90 ml;Savant Generic;60%;$ 303.62
cefalexina;CEFALEXINA FECOFAR;500 mg susp.x 90 ml;Fecofar;60%;$ 4348.26
cefalexina;CEFALEXINA ARGENTIA;500 mg susp.x 90 ml;Siegfried;60%;$ 4427.27
cefalexina;CEPOREXIN;500 mg susp.x 90 ml;Roemmers;60%;$ 4647.51
cefalexina;SEPTILISIN 500;500 mg susp.x 90 ml;Bag¿;60%;$ 5131.07
cefalexina;CEFALEXINA RICHET;500mg comp.ran.x16(TRZB);Richet;60%;$ 4210.19
cefalexina;CEFALEXINA RICHET;500mg comp.ran.x24(TRZB);Richet;60%;$ 5631.07
cefalexina;CEPOREXIN DUO 750;750 mg susp.ped.x 90 ml;Roemmers;60%;$ 5358.4
cefalexina;CEFALEXINA ARGENTIA DUO;750 mg susp.x 90 ml;Siegfried;60%;$ 5103.17
cefalexina;CEPOREXIN;ped.250 mg susp.x 90 ml;Roemmers;60%;$ 2844.8
cefazolina;CEFAZOLINA RICHET;1000 mg iny.f.a.x 1;Richet;60%;$ 4386.76
cefazolina;CEFALOMICINA;1000 mg iny.liof.f.a.x 1;Bag¿;60%;$ 679.63
cefixima;VIXCEF 400;400 mg comp.x 12;Bag¿;60%;$ 33309.66
cefixima;VIXCEF 400;400 mg comp.x 6;Bag¿;60%;$ 19455.83
cefixima;NOVACEF;comp.x 8;Gador;60%;$ 10453.7
cefixima;VIXCEF 100;susp.x 30 ml;Bag¿;60%;$ 6862.64
cefixima;VIXCEF 100;susp.x 60 ml;Bag¿;60%;$ 13257.55
cefoxitina;CEFOXITINA RICHET;1 g iny.f.a.+a.sol.;Richet;60%;$ 18722.06
ceftazidima;CEFTAZIDIMA RICHET;1 g iny.f.a. (C/u);Richet;60%;$ 4194.62
ceftazidima;FORTUM;1000 mg f.a.x 1;Elea;60%;$ 70.24
ceftriaxona;CEFTRIAXONA RICHET;1 g IM f.a.+a.solv.(C/u);Richet;60%;$ 8214.14
ceftriaxona;ACANTEX;1 g IM f.a.x 1;Siegfried;60%;$ 8863.18
ceftriaxona;CEFTRIAXONA RICHET;1 g IV f.a.+a.solv.;Richet;60%;$ 5934.9
